"mls_number"	"property_type"	"air_conditioning"	"appartment_bi"	"patio_bi"	"school_high"	"school_junior"	"school_middle"	"school_general"	"photo_count"	"pool_bi"	"rear_yard_access_bi"	"roof_type"	"roof_type_shingle_bi"	"gas_type"	"out_building_livable_bi"	"out_building_not_livable_bi"	"living_area"	"land_acres"	"appliances_included_bi"	"garage_bi"	"condition"	"energy_efficient_bi"	"exterior_type"	"exterior_features"	"fire_place_bi"	"foundation_type"	"total_area"	"beds_total"	"bath_full"	"bath_half"	"age"	"days_on_market"	"sold_price"	"sold_date"	"sewer_type"	"spa_location"	"stories"	"property_style"	"city_limit_bi"	"subdivision_bi"	"tennis_court_bi"	"termite_contract"	"water_type"	"waterfront_bi"	"post_corona_bi"	"corona_crisis"
"CN161172"	"SGL"	"central"	0	0	0	0	0	0	2	1	0	"metal"	0	"Natural"	0	1	2607	1	1	1	"Other"	0	"other"	"fence"	0	"slab"	3147	4	2	0	40	1	220000	44280	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161166"	"SGL"	"central"	0	1	1	0	0	1	13	0	0	"other"	0	"Natural"	0	0	2133	0.36	1	0	"Other"	0	"other"	"none"	1	"other"	2853	4	3	0	39	7	286000	44337	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161165"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	1	1200	0.51	1	1	"Other"	0	"other"	"fence"	0	"slab"	1600	2	1	1	37	20	150000	44330	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161164"	"SGL"	"central"	0	1	0	0	0	0	19	0	0	"shingle"	1	"Natural"	0	0	1984	0.47	1	0	"Other"	0	"other"	"fence"	1	"slab"	2715	4	2	0	34	2	235000	44307	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161162"	"SGL"	"central"	0	0	0	0	0	0	19	0	0	"shingle"	1	"Natural"	0	0	1841	0.25	0	1	"Other"	0	"brick"	"none"	1	"other"	1841	3	2	0	32	0	252000	44309	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161161"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	2000	0.75	0	0	"Other"	0	"brick"	"none"	0	"slab"	2000	4	3	0	38	20	70500	44327	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161160"	"CND"	"central"	0	1	0	0	0	0	22	0	0	"shingle"	1	"Natural"	0	0	1500	0.03	1	0	"Other"	1	"other"	"none"	1	"slab"	2000	2	2	0	39	2	199500	44309	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161155"	"SGL"	"central"	0	1	0	0	0	0	9	0	0	"other"	0	"Natural"	0	0	2477	0.5	1	1	"Other"	0	"other"	"none"	1	"slab"	2959	3	2	0	36	3	87500	44315	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161154"	"SGL"	"central"	0	0	0	0	0	0	3	0	0	"shingle"	1	"Natural"	0	0	1815	0.53	0	0	"Other"	0	"brick"	"none"	1	"other"	2409	3	2	0	37	67	75000	44351	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161140"	"SGL"	"central"	0	1	0	0	0	0	40	1	0	"shingle"	1	"Natural"	0	1	2344	0.65	1	1	"Other"	1	"other"	"fence"	1	"slab"	2821	4	3	0	39	1	315000	44309	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161138"	"SGL"	"central"	0	0	0	0	0	0	18	0	0	"metal"	0	"Natural"	0	0	2300	2.08	0	0	"Other"	0	"metal"	"none"	0	"other"	2300	5	3	1	37	25	26000	44452	"septic"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161137"	"SGL"	"central"	0	1	1	0	1	1	16	0	0	"shingle"	1	"Natural"	0	0	1384	0.34	1	0	"Other"	0	"brick"	"none"	0	"slab"	1384	3	2	0	34	2	151999	44330	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161135"	"SGL"	"central"	0	1	1	0	1	1	15	0	0	"other"	0	"Natural"	0	0	2165	0.24	1	1	"Other"	0	"other"	"fence"	0	"slab"	2565	5	3	0	35	3	130000	44340	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161133"	"SGL"	"central"	0	0	0	0	0	0	24	0	0	"other"	0	"Natural"	0	0	1164	0.18	1	0	"Other"	0	"vinyl"	"fence"	0	"raised"	1200	3	1	0	40	2	120000	44344	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161131"	"SGL"	"central"	0	1	0	0	0	0	35	1	0	"shingle"	1	"Natural"	0	1	2024	0.45	1	1	"Other"	1	"other"	"fence"	0	"slab"	3421	3	2	1	32	1	235000	44312	"city"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161130"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"metal"	0	"Natural"	0	1	1267	2.24	1	0	"Other"	0	"vinyl"	"fence"	0	"raised"	1716	2	2	0	37	14	165000	44340	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161127"	"SGL"	"central"	0	0	1	0	1	1	12	0	0	"other"	0	"Natural"	0	1	1395	1.69	1	0	"Other"	0	"other"	"porch"	0	"raised"	1395	4	2	0	30	65	154000	44439	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161124"	"SGL"	"central"	0	1	0	0	0	0	2	0	0	"slate"	0	"Natural"	0	0	1824	0.36	1	0	"Other"	0	"other"	"fence"	1	"raised"	1900	3	2	0	30	0	175000	44307	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161123"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1125	0.12	1	0	"Other"	0	"other"	"none"	0	"slab"	1125	3	1	0	38	21	45000	44323	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161122"	"SGL"	"central"	0	0	0	0	0	0	27	0	0	"shingle"	1	"Natural"	0	0	1786	0.27	1	1	"Other"	0	"other"	"fence"	1	"other"	2612	3	2	0	36	3	220000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161121"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	974	0.14	1	0	"Other"	0	"other"	"none"	0	"slab"	974	3	1	0	37	21	45000	44323	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161119"	"SGL"	"central"	0	1	0	0	0	0	26	0	0	"other"	0	"Natural"	0	0	2010	1	1	0	"Other"	0	"vinyl"	"fence"	0	"slab"	2010	3	2	0	32	53	122000	44386	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161118"	"SGL"	"central"	0	1	1	0	1	1	19	0	0	"metal"	0	"Natural"	0	1	1080	1.04	1	0	"Other"	1	"brick"	"porch"	0	"slab"	1400	3	1	1	31	2	125000	44334	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161114"	"SGL"	"central"	0	0	1	0	1	1	2	0	0	"other"	0	"Natural"	0	0	1953	0.21	0	1	"Other"	0	"other"	"none"	1	"other"	1983	3	2	0	30	1	250000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161110"	"SGL"	"central"	0	0	0	0	0	0	31	0	0	"shingle"	1	"Natural"	0	0	1818	0.14	1	0	"Other"	0	"other"	"fence"	0	"raised"	1909	4	3	0	40	69	215000	44377	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161093"	"SGL"	"central"	0	0	1	0	1	1	15	0	0	"other"	0	"Natural"	0	0	861	0.33	0	0	"Other"	0	"vinyl"	"none"	0	"raised"	989	2	1	0	30	56	63000	44349	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161092"	"SGL"	"central"	0	1	1	0	1	1	16	0	0	"shingle"	1	"Natural"	0	0	983	0.23	0	1	"Other"	0	"vinyl"	"none"	0	"raised"	1280	2	1	0	38	36	63000	44349	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161090"	"SGL"	"central"	0	0	1	0	1	1	15	0	0	"other"	0	"Natural"	0	0	900	0.31	0	0	"Other"	0	"vinyl"	"none"	0	"raised"	1084	1	1	0	37	12	60000	44344	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161089"	"SGL"	"central"	0	0	0	0	0	0	8	0	0	"shingle"	1	"Natural"	0	0	1687	0.29	1	1	"Other"	0	"vinyl"	"fence"	0	"other"	2067	3	2	0	35	7	141000	44351	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161088"	"SGL"	"central"	0	1	0	0	0	0	25	0	0	"shingle"	1	"Natural"	0	1	2917	0.56	1	0	"Other"	0	"vinyl"	"porch"	1	"raised"	3568	3	2	0	32	13	230000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161084"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"shingle"	1	"Natural"	0	0	1496	0.2	1	0	"Other"	0	"other"	"fence"	0	"raised"	2053	3	2	0	31	2	156000	44358	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161082"	"SGL"	"central"	0	1	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	1	1092	1.1	1	1	"Other"	0	"brick"	"porch"	0	"slab"	1720	3	1	1	30	34	122000	44384	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161080"	"SGL"	"central"	0	1	1	0	1	1	11	0	0	"other"	0	"Natural"	0	0	811	0.13	1	0	"Other"	0	"vinyl"	"none"	0	"raised"	743	2	1	0	39	17	61500	44312	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161074"	"SGL"	"not_central"	0	1	0	0	0	0	18	0	0	"other"	0	"Natural"	0	1	1501	0.37	1	0	"Other"	0	"vinyl"	"porch"	0	"raised"	1991	3	2	0	38	7	146000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN161072"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1698	0.3	0	1	"Other"	0	"other"	"none"	1	"slab"	1734	3	2	0	31	0	162000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161066"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1463	0.9	0	1	"Other"	0	"other"	"none"	0	"slab"	2046	3	1	0	30	11	120000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161063"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	0	1500	0.47	1	0	"Other"	1	"vinyl"	"fence"	0	"raised"	1500	3	1	0	33	27	79500	44371	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161060"	"SGL"	"not_central"	0	0	0	0	0	0	4	0	0	"other"	0	"Natural"	0	0	1090	0.2	0	1	"Other"	0	"brick"	"none"	0	"slab"	1200	3	1	1	39	27	12500	44343	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161059"	"SGL"	"central"	0	1	0	0	0	0	3	0	0	"shingle"	1	"Natural"	0	0	1635	1.03	1	0	"Other"	1	"other"	"porch"	0	"slab"	2333	3	2	0	31	20	229900	44508	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161055"	"SGL"	"central"	0	0	0	0	0	0	18	0	0	"shingle"	1	"Natural"	0	0	1836	0.9	0	0	"Other"	0	"brick"	"none"	0	"other"	1836	3	2	0	39	27	260500	44344	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161054"	"SGL"	"central"	0	1	0	0	0	0	30	0	0	"shingle"	1	"Natural"	0	0	2579	0.37	1	1	"Other"	0	"other"	"porch"	1	"slab"	3800	3	2	0	31	2	285000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161051"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	2085	0.24	1	1	"Other"	0	"brick"	"porch"	0	"raised"	2789	3	2	0	35	125	135000	44435	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161044"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	1800	1.18	0	0	"Other"	0	"vinyl"	"none"	0	"other"	1800	4	2	0	36	23	45200	44322	"septic"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161043"	"SGL"	"not_central"	0	0	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	1500	0.23	1	0	"Other"	0	"other"	"none"	0	"other"	1200	1	1	0	30	7	37000	44295	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161042"	"SGL"	"central"	0	1	0	0	0	0	6	0	0	"shingle"	1	"Natural"	0	1	1254	0.55	0	1	"Other"	0	"other"	"fence"	0	"slab"	1612	3	2	0	37	0	1e+05	44308	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161022"	"SGL"	"central"	0	0	0	0	0	0	28	0	0	"shingle"	1	"Natural"	0	0	1560	0.85	0	1	"Other"	0	"vinyl"	"fence"	1	"other"	2245	3	2	0	39	4	225000	44327	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161020"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1390	0.15	0	0	"Other"	0	"vinyl"	"fence"	0	"other"	1471	3	2	0	35	51	147900	44386	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161019"	"SGL"	"central"	0	1	0	0	0	0	18	0	0	"metal"	0	"Natural"	0	1	1986	2.18	1	0	"Other"	1	"vinyl"	"fence"	1	"slab"	2003	3	2	0	34	0	220000	44329	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161018"	"SGL"	"central"	0	1	0	0	0	0	21	0	0	"other"	0	"Natural"	0	1	1729	0.42	1	0	"Other"	0	"other"	"fence"	1	"other"	1858	3	2	0	37	90	144000	44407	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161016"	"SGL"	"central"	0	1	1	0	1	1	22	0	0	"other"	0	"Natural"	0	0	1938	0.29	1	0	"Other"	0	"vinyl"	"fence"	0	"slab"	2379	4	2	0	35	1	149500	44326	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161013"	"SGL"	"central"	0	1	1	0	0	1	14	0	0	"metal"	0	"Natural"	0	1	1720	0.41	1	0	"Other"	0	"brick"	"fence"	1	"slab"	2423	3	2	0	39	35	190000	44323	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161011"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	1	1330	0.22	1	1	"Other"	0	"vinyl"	"none"	0	"raised"	1400	3	2	0	33	101	87500	44428	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN161002"	"SGL"	"central"	0	1	0	0	0	0	31	0	0	"slate"	0	"Natural"	0	0	2154	0.22	1	0	"Other"	1	"metal"	"fence"	1	"raised"	3417	3	2	0	31	76	234000	44372	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160999"	"SGL"	"central"	0	0	0	0	0	0	24	0	0	"metal"	0	"Natural"	0	0	1144	0.39	1	0	"Other"	0	"metal"	"porch"	1	"raised"	1444	3	1	0	40	18	48500	44295	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160998"	"SGL"	"central"	0	1	0	0	0	0	14	0	0	"shingle"	1	"Natural"	0	0	1860	0.26	1	0	"Other"	0	"other"	"fence"	1	"other"	2540	3	2	0	30	75	144000	44376	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160993"	"CND"	"central"	0	0	0	0	0	0	7	0	0	"other"	0	"Natural"	0	0	2078	0.09	1	1	"Other"	0	"other"	"none"	1	"other"	3108	2	2	0	36	15	85000	44319	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160991"	"SGL"	"central"	0	1	0	0	0	0	13	0	0	"metal"	0	"Natural"	0	0	884	0.26	1	0	"Other"	1	"other"	"porch"	0	"raised"	1464	2	1	0	32	10	155000	44295	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160985"	"SGL"	"central"	0	0	0	0	0	0	21	0	0	"shingle"	1	"Natural"	0	1	2014	0.36	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2587	3	2	0	36	1	169500	44285	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160982"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1212	0.66	0	0	"Other"	0	"other"	"none"	0	"other"	1327	3	1	0	38	18	120000	44338	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160978"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"other"	0	"Natural"	0	1	1737	0.33	1	1	"Other"	0	"other"	"none"	1	"raised"	2273	3	2	0	40	82	30170	44357	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160974"	"SGL"	"central"	0	0	0	0	0	0	28	0	0	"shingle"	1	"Natural"	0	0	1848	1.4	0	1	"Other"	0	"other"	"none"	0	"other"	2552	3	2	0	32	0	270000	44469	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160970"	"TNH"	"not_central"	0	1	0	0	0	0	19	0	0	"shingle"	1	"Natural"	0	1	1490	1	1	1	"Other"	0	"other"	"porch"	1	"other"	1850	3	2	0	35	1	185000	44298	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160967"	"SGL"	"central"	0	1	0	0	0	0	22	0	0	"other"	0	"Natural"	0	1	2046	0.36	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2340	3	2	0	39	1	135500	44315	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160966"	"SGL"	"central"	0	0	0	0	0	0	8	0	0	"other"	0	"Natural"	0	1	1113	0.27	1	0	"Other"	0	"brick"	"fence"	0	"slab"	1350	3	1	1	39	2	126500	44293	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160965"	"SGL"	"central"	0	1	1	0	1	1	24	0	0	"other"	0	"Natural"	0	0	2930	1	1	1	"Other"	1	"other"	"fence"	0	"slab"	3106	4	3	1	34	13	230000	44350	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160964"	"CND"	"central"	0	1	0	0	0	0	18	1	0	"shingle"	1	"Natural"	0	0	1050	0.06	1	0	"Other"	0	"other"	"none"	0	"other"	1050	2	1	1	33	52	96500	44330	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160961"	"SGL"	"central"	0	1	0	0	0	0	23	1	0	"shingle"	1	"Natural"	0	0	1809	0.32	1	1	"Other"	0	"other"	"fence"	1	"slab"	2061	3	2	0	39	3	180000	44328	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160959"	"SGL"	"central"	0	1	0	0	0	0	34	0	0	"shingle"	1	"Natural"	0	1	2576	0.23	1	0	"Other"	0	"other"	"fence"	1	"slab"	2576	4	2	1	34	93	250000	44414	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160958"	"SGL"	"central"	0	1	0	0	0	0	24	0	0	"shingle"	1	"Natural"	0	0	2020	0.35	1	1	"Other"	0	"other"	"none"	1	"slab"	2867	4	2	0	38	3	270000	44305	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160955"	"SGL"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"Natural"	0	1	1075	0.25	1	1	"Other"	0	"brick"	"none"	0	"other"	1075	3	1	0	32	58	125000	44439	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160953"	"SGL"	"central"	0	1	0	0	0	0	5	0	0	"shingle"	1	"Natural"	0	0	2023	0.3	1	1	"Other"	1	"other"	"fence"	1	"slab"	2500	4	2	1	34	8	274000	44315	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160951"	"SGL"	"central"	0	0	0	0	0	0	20	0	0	"other"	0	"Natural"	0	1	1605	0.23	1	1	"Other"	0	"other"	"fence"	1	"raised"	1835	3	2	0	35	5	119900	44314	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160947"	"SGL"	"central"	0	0	0	0	0	0	29	0	0	"other"	0	"Natural"	0	0	1430	0.14	1	0	"Other"	0	"other"	"fence"	1	"other"	1430	2	1	0	39	9	161000	44321	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160937"	"SGL"	"central"	0	0	1	0	1	1	13	0	0	"other"	0	"Natural"	0	1	2166	0.33	1	0	"Other"	0	"other"	"fence"	0	"slab"	2206	4	2	0	39	10	190500	44309	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160935"	"SGL"	"not_central"	0	0	0	0	0	0	5	0	0	"other"	0	"Natural"	0	0	1300	0.17	0	0	"Other"	0	"other"	"none"	0	"other"	1300	3	1	1	33	112	34300	44399	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160934"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1042	0.23	0	1	"Other"	0	"other"	"none"	0	"other"	1123	3	1	0	33	0	47000	44287	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160933"	"SGL"	"central"	0	1	1	0	1	1	18	0	0	"other"	0	"Natural"	0	1	1950	0.49	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2620	3	2	0	38	36	245000	44361	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160931"	"PAT"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	1340	0.05	0	1	"Other"	0	"other"	"porch"	1	"other"	1520	2	2	0	40	7	150000	44309	"city"	"None"	1	"Party Wall Double"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160930"	"SGL"	"central"	0	1	0	0	0	0	18	0	0	"other"	0	"Natural"	0	0	1537	0.17	1	1	"Other"	0	"other"	"porch"	0	"slab"	2188	3	2	0	40	5	225900	44302	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160927"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"other"	0	"Natural"	0	1	1300	0.3	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1700	3	2	0	39	2	159900	44302	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160926"	"SGL"	"central"	0	0	0	0	0	0	25	0	0	"metal"	0	"Natural"	0	0	1716	0.8	0	0	"Other"	0	"vinyl"	"none"	0	"other"	1765	3	2	1	31	16	126000	44315	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160925"	"SGL"	"central"	0	0	0	0	0	0	32	0	0	"other"	0	"Natural"	0	0	1623	0.53	1	1	"Other"	1	"vinyl"	"fence"	0	"slab"	2197	3	2	0	38	4	225000	44295	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160921"	"SGL"	"central"	0	1	0	0	0	0	23	1	0	"shingle"	1	"Natural"	0	0	2458	0.34	1	1	"Other"	1	"other"	"fence"	1	"slab"	2858	4	2	0	31	7	360000	44291	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160920"	"SGL"	"central"	0	0	0	0	0	0	32	0	0	"shingle"	1	"Natural"	0	0	2105	0.35	1	1	"Other"	0	"brick"	"none"	1	"other"	2304	4	3	0	37	6	272000	44340	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160919"	"SGL"	"not_central"	0	1	1	0	0	1	17	0	0	"metal"	0	"Natural"	0	1	1135	0.75	1	0	"Other"	1	"other"	"porch"	0	"raised"	1200	1	1	1	33	219	66000	44516	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160918"	"SGL"	"central"	0	0	0	0	0	0	8	0	0	"other"	0	"Natural"	0	0	1539	0.14	0	0	"Other"	0	"metal"	"none"	0	"other"	1755	3	1	0	31	1	144000	44312	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160912"	"SGL"	"central"	0	1	0	0	0	0	23	0	0	"other"	0	"Natural"	0	1	1605	0.28	1	1	"Other"	0	"vinyl"	"fence"	1	"slab"	1605	3	2	0	34	1	170000	44292	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160897"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1155	0.3	1	1	"Other"	0	"brick"	"none"	0	"slab"	1377	3	1	1	31	4	130000	44302	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160892"	"SGL"	"central"	0	1	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	1794	0.71	1	0	"Other"	0	"brick"	"fence"	1	"other"	2916	3	2	0	38	27	152000	44361	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160888"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1373	0.2	0	0	"Other"	0	"other"	"none"	1	"other"	1510	2	1	0	35	4	70000	44287	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160887"	"SGL"	"central"	0	0	1	0	1	1	23	0	0	"other"	0	"Natural"	0	0	1076	0.25	0	0	"Other"	0	"other"	"fence"	0	"other"	1483	3	1	0	40	77	132000	44341	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
